id,empid,memid,empdate,status
932,805,911,2019-07-01,A
933,814,912,2019-07-01,A
934,815,913,2019-07-01,A
935,816,914,2019-07-01,A
936,817,915,2019-07-01,A
937,818,916,2019-07-01,A
938,819,917,2019-07-01,A
939,820,918,2019-07-01,S
940,821,919,2019-07-01,A
941,822,920,2019-07-01,A
942,823,921,2019-07-01,A
943,824,922,2019-07-01,A
944,825,923,2019-07-01,A
945,826,924,2019-07-01,A
946,827,925,2019-07-01,A
947,828,926,2019-07-01,A
948,829,927,2019-07-01,A
949,830,928,2019-07-01,A
950,831,929,2019-07-01,A
951,832,930,2019-07-01,A
952,833,931,2019-07-01,A
953,834,932,2019-07-01,A
954,835,933,2019-07-01,A
955,836,934,2019-07-01,A
956,837,935,2019-07-01,A
957,842,936,2019-07-01,A
958,842,937,2019-07-01,A
959,843,938,2019-07-01,A
960,844,939,2019-07-01,A
961,845,940,2019-07-01,A
962,846,941,2019-07-01,A
963,847,942,2019-07-01,A
964,838,943,2019-07-01,A
965,839,944,2019-07-01,A
966,840,945,2019-07-01,A
967,841,946,2019-07-01,A
968,838,947,2019-07-01,A
969,848,948,2019-07-01,A
970,849,949,2019-07-01,A
971,850,950,2019-07-01,A
972,851,951,2019-07-01,A
973,852,952,2019-07-01,A
974,853,953,2019-07-01,A
975,854,954,2019-07-01,A
976,855,955,2019-07-01,A
977,856,956,2019-07-01,A
978,857,957,2019-07-01,A
979,858,958,2019-07-01,A
980,859,959,2019-07-01,A
981,860,960,2019-07-01,A
982,861,961,2019-07-01,A
983,862,962,2019-07-01,A
984,863,963,2019-07-01,A
985,864,964,2019-07-01,A
986,865,965,2019-07-01,A
987,866,966,2019-07-01,A
988,867,967,2019-07-01,A
989,887,968,2019-07-01,A
990,868,969,2019-07-01,A
991,869,970,2019-07-01,A
992,870,971,2019-07-01,A
993,871,972,2019-07-01,A
994,872,973,2019-07-01,A
995,873,974,2019-07-01,A
996,874,975,2019-07-01,A
997,875,976,2019-07-01,A
998,876,977,2019-07-01,A
999,877,978,2019-07-01,A
1000,886,979,2019-07-01,A
1001,878,980,2019-07-01,A
1002,879,981,2019-07-01,A
1003,880,982,2019-07-01,A
1004,881,983,2019-07-01,A
1005,882,984,2019-07-01,A
1006,883,985,2019-07-01,A
1007,884,986,2019-07-01,A
1008,885,987,2019-07-01,A
1009,888,988,2019-07-01,A
1010,889,989,2019-07-01,A
1011,890,990,2019-07-01,A
1012,891,991,2019-07-01,A
1013,892,992,2019-07-01,A
1014,893,993,2019-07-01,A
1015,894,994,2019-07-01,A
1016,895,995,2019-07-01,A
1017,895,996,2019-07-01,A
1018,896,997,2019-07-01,A
1019,897,998,2019-07-01,A
1020,898,999,2019-07-01,A
1021,899,1000,2019-07-01,A
1022,900,1001,2019-07-01,A
1023,901,1002,2019-07-01,A
1024,902,1003,2019-07-01,A
1025,894,1004,2019-07-01,A
1026,903,1005,2019-07-01,A
1027,904,1006,2019-07-01,A
1028,905,1007,2019-07-01,A
1029,906,1008,2019-07-01,A
1030,907,1009,2019-07-01,A
1031,897,1010,2019-07-01,A
1032,908,1011,2019-07-01,A
1033,14,1012,2019-07-01,A
1034,909,1013,2019-07-01,A
1035,910,1014,2019-07-01,A
1036,911,1015,2019-07-01,A
1037,912,1016,2019-07-01,A
1038,913,1017,2019-07-01,A
1039,914,1018,2019-07-01,A
1040,915,1019,2019-07-01,A
1041,916,1020,2019-07-01,A
1042,917,1021,2019-07-01,A
1043,918,1022,2019-07-01,A
1044,919,1023,2019-07-01,A
1045,920,1024,2019-07-01,A
1046,921,1025,2019-07-01,A
1047,922,1026,2019-07-01,A
1048,14,1027,2019-07-01,A
1049,923,1028,2019-07-01,S
1050,924,1029,2019-07-01,A
1051,925,1030,2019-07-01,A
1052,926,1031,2019-07-01,A
1053,927,1032,2019-07-01,A
1054,928,1033,2019-07-01,A
1055,929,1034,2019-07-01,A
1056,930,1035,2019-07-01,A
1057,931,1036,2019-07-01,A
1058,932,1037,2019-07-01,A
1059,933,1038,2019-07-01,A
1060,934,1039,2019-07-01,A
1061,935,1040,2019-07-01,A
1062,936,1041,2019-07-01,A
1063,937,1042,2019-07-01,A
1064,938,1043,2019-07-01,A
1065,939,1044,2019-07-01,A
1066,940,1045,2019-07-01,A
1067,941,1046,2019-07-01,A
1068,942,1047,2019-07-01,A
1069,943,1048,2019-07-01,A
1070,944,1049,2019-07-01,A
1071,945,1050,2019-07-01,A
1072,946,1051,2019-07-01,A
1073,947,1052,2019-07-01,A
1074,948,1053,2019-07-01,A
1075,949,1054,2019-07-01,A
1076,950,1055,2019-07-01,A
1077,421,1056,2019-07-01,A
1078,951,1057,2019-07-01,A
1079,952,1058,2019-07-01,A
1080,954,1059,2019-07-01,S
1081,955,1060,2019-07-01,A
1082,956,1061,2019-07-01,A
1083,957,1062,2019-07-01,A
1084,958,1063,2019-07-01,A
1085,959,1064,2019-07-01,S
1086,960,1065,2019-07-01,A
1087,961,1066,2019-07-01,A
1088,962,1067,2019-07-01,A
1089,963,1068,2019-07-01,A
1090,953,1069,2019-07-01,A
1091,964,1070,2019-07-01,A
1092,965,1071,2019-07-01,A
1093,966,1072,2019-07-01,A
1094,967,1073,2019-07-01,A
1095,965,1074,2019-07-01,A
1096,965,1075,2019-07-01,S
1097,968,1076,2019-07-01,A
1098,968,1077,2019-07-01,A
1099,969,1078,2019-07-01,A
1100,970,1079,2019-07-01,A
1101,971,1080,2019-07-01,A
1102,972,1081,2019-07-01,A
1103,973,1082,2019-07-01,A
1104,974,1083,2019-07-01,A
1105,975,1084,2019-07-01,A
1106,976,1085,2019-07-01,A
1107,977,1086,2019-07-01,A
1108,978,1087,2019-07-01,A
1109,979,1088,2019-07-01,A
1110,980,1089,2019-07-01,A
1111,981,1090,2019-07-01,A
1112,982,1091,2019-07-01,A
1113,983,1092,2019-07-01,A
1114,984,1093,2019-07-01,A
1115,954,1094,2019-07-01,A
1116,985,1095,2019-07-01,A
1117,986,1096,2019-07-01,A
1118,987,1097,2019-07-01,A
1119,988,1098,2019-07-01,A
1120,989,1099,2019-07-01,A
1121,990,1100,2019-07-01,A
1122,991,1101,2019-07-01,A
1123,992,1102,2019-07-01,A
1124,993,1103,2019-07-01,A
1125,994,1104,2019-07-01,A
1126,995,1105,2019-07-01,A
1127,996,1106,2019-07-01,A
1128,998,1107,2019-07-01,A
1129,997,1108,2019-07-01,A
1130,999,1109,2019-07-01,A
1131,1000,193,2020-02-16,A
1132,1001,1110,2019-07-01,A
1133,1002,1111,2019-07-01,A
1134,1003,1112,2019-07-01,A
1135,1004,1113,2019-07-01,A
1136,1005,1114,2019-07-01,A
1137,1006,1115,2019-07-01,A
1138,1007,1116,2019-07-01,A
1139,1008,1117,2019-07-01,A
1140,1009,1118,2019-07-01,A
1141,1010,1119,2019-07-01,A
1142,1011,1120,2019-07-01,A
1143,506,1121,2019-07-01,A
1144,501,1122,2019-07-01,A
1145,410,1123,2019-07-01,A
1146,410,1124,2019-07-01,A
1147,1012,1125,2019-07-01,A
1148,1013,1126,2019-07-01,A
1149,1014,1127,2019-07-01,A
1150,1015,1128,2019-07-01,A
1151,1016,1129,2019-07-01,A
1152,1017,204,2021-02-02,A
1153,1018,1130,2019-07-01,A
1154,1019,1131,2019-07-01,A
1155,1020,1132,2019-07-01,A
1156,540,1133,2019-07-01,A
1157,1021,1134,2019-07-01,A
1158,1027,1135,2019-07-01,A
1159,1022,1136,2019-07-01,A
1160,1023,1137,2019-07-01,A
1161,1024,1138,2019-07-01,A
1162,1025,1139,2019-07-01,A
1163,1026,1140,2019-07-01,A
1164,1028,1141,1983-07-01,A
1165,1029,1142,1984-07-01,A
1166,1030,1143,2007-01-31,A
1167,1031,1144,2019-07-01,A
1168,1031,1145,2019-07-01,S
1169,1032,1146,2019-07-01,A
1170,1033,1147,2019-07-01,A
1171,1034,1148,2019-07-01,A
1172,1035,1149,1993-07-01,A
1173,1037,1150,2006-07-01,A
1174,1036,1151,2019-07-01,A
1175,1035,1152,2018-12-12,A
1176,1038,1153,2019-07-01,A
1177,1039,1154,2019-07-01,A
1178,1040,1155,2019-07-01,A
1179,1042,1156,2019-07-01,A
1180,1041,1157,2019-07-01,A
1181,1043,1158,2019-01-13,A
1182,1044,1159,2019-07-01,A
1183,1035,1160,1999-01-01,A
1184,1046,1161,1995-07-01,A
1185,1047,1162,2008-12-01,A
1186,1048,1163,2019-07-01,A
1187,1045,1164,2019-07-01,A
1188,1049,1165,2010-11-24,A
1189,1051,1166,2019-07-01,A
1190,1050,1167,2019-07-01,A
1191,1052,1168,2019-07-01,A
1192,1053,1169,2019-07-01,A
1193,1054,1170,2019-07-01,A
1194,1055,1171,2019-07-01,A
1195,1056,1172,2019-07-01,A
1196,1057,1173,2019-07-01,A
1197,1058,1174,2019-07-01,A
1198,1059,1175,2019-07-01,A
1199,1060,1176,2019-07-01,A
1200,1061,1177,2019-07-01,A
1201,1062,1178,2019-07-01,A
1202,1063,1179,2019-07-01,A
1203,1064,1180,2019-07-01,A
1204,1065,1181,2019-04-30,A
1205,1066,1182,2007-03-15,A
1206,1043,1183,2001-11-08,A
1207,1068,1184,2019-07-01,A
1208,1067,1185,2019-07-01,A
1209,1069,1186,2019-07-01,A
1210,48,1187,2003-07-01,S
1211,1071,1188,2019-07-01,A
1212,1072,1189,2017-04-04,A
1213,1070,1190,2019-07-01,A
1214,308,1191,2019-01-01,A
1215,1074,1192,2019-07-01,A
1216,1075,1193,2019-06-02,A
1217,1077,1194,2019-07-01,A
1218,1076,1195,2019-07-01,A
1219,1078,1196,2019-07-01,A
1220,1079,1197,2019-07-01,A
1221,1082,1198,2019-07-01,A
1222,1081,1199,2019-07-01,A
1223,1083,1200,2019-07-01,A
1224,1084,1201,2019-07-01,A
1225,1085,1202,2019-07-01,A
1226,1086,1203,2019-07-01,A
1227,1087,1204,2019-07-01,A
1228,1088,1205,2019-07-01,S
1229,1089,1206,2019-07-01,A
1230,1090,1207,2019-07-01,A
1231,1092,1208,2019-07-01,A
1232,1093,1209,2019-07-01,A
1233,1094,1210,2019-07-01,A
1234,1091,1211,2019-07-01,A
1235,1095,1212,2019-07-01,A
1236,1096,1213,2019-07-01,A
1237,1056,1214,2019-07-01,A
1238,1097,1215,2019-07-01,A
1239,1098,1216,2019-07-01,A
1240,1099,1217,2019-07-01,A
1241,1100,1218,2019-07-01,A
1242,1101,1219,2019-07-01,A
1243,1102,1220,2019-07-01,A
1244,1103,1221,2019-07-01,A
1245,1104,1222,2019-07-01,A
1246,1105,1223,2019-07-01,A
1247,1106,1224,2019-07-01,A
1248,1107,1225,2019-07-01,A
1249,1108,1226,2019-07-01,A
1250,1106,1227,2019-07-01,A
1251,1110,1228,2019-07-01,A
1252,1111,1229,2019-07-01,A
1253,1112,1230,2019-07-01,A
1254,1113,1231,2019-07-01,A
1255,1114,1232,2019-07-01,A
1256,1115,1233,2019-07-01,A
1257,1116,1234,2019-07-01,A
1258,1117,1235,2019-07-01,A
1259,1119,1236,2019-07-01,A
1260,1118,1237,2019-07-01,A
1261,1120,1238,2019-07-01,A
1262,1121,1239,2019-07-01,A
1263,1122,1240,2019-07-01,A
1264,1123,1241,2019-07-01,A
1265,1124,1242,2019-07-01,A
1266,1125,1243,2019-07-01,A
1267,1126,1244,2019-07-01,A
1268,1127,1245,2019-07-01,A
1269,1128,1246,2019-07-01,A
1270,1129,1247,2019-07-01,A
1271,1130,1248,2019-07-01,A
1272,1131,1249,2019-07-01,A
1273,1132,1250,2019-07-01,A
1274,1134,1251,2019-07-01,A
1275,1133,1252,2019-07-01,A
1276,1135,1253,2019-07-01,A
1277,1136,1254,2019-07-01,A
1278,1137,1255,2019-07-01,A
1279,1139,1256,2019-07-01,A
1280,1138,1257,2019-07-01,A
1281,1140,1258,2019-07-01,A
1282,1142,1259,2019-07-01,A
1283,1143,1260,2019-07-01,A
1284,1144,1261,2019-07-01,A
1285,1145,1262,2019-07-01,A
1286,1146,1263,2019-07-01,A
1287,1147,1264,2019-07-01,A
1288,1148,1265,2019-07-01,A
1289,1149,1266,2019-07-01,A
1290,1150,1267,2019-07-01,A
1291,1151,1268,2019-07-01,A
1292,1152,1269,2019-07-01,A
1293,1153,1270,2019-07-01,A
1294,1154,1271,2019-07-01,A
1295,1155,1272,2019-07-01,A
1296,1156,1273,2019-07-01,A
1297,1157,1274,2019-07-01,A
1298,1158,1275,2019-07-01,A
1299,1159,1276,2019-07-01,A
1300,1160,1277,2019-07-01,A
1301,1161,1278,2019-07-01,A
1302,1162,1279,2019-07-01,A
1303,1163,1280,2019-07-01,A
1304,1164,1281,2019-07-01,A
1305,1165,1282,2019-07-01,A
1306,1166,1283,2019-07-01,A
1307,1167,1284,2019-07-01,A
1308,1168,1285,2019-07-01,A
1309,1169,1286,2019-07-01,A
1310,1170,1287,2019-07-01,A
1311,1171,1288,2019-07-01,A
1312,1172,1289,2019-07-01,A
1313,1173,1290,2019-07-01,A
1314,1174,1291,2019-07-01,A
1315,1175,1292,2019-07-01,A
1316,1176,1293,2019-07-01,A
1317,1178,1294,2019-07-01,A
1318,1177,1295,2019-07-01,A
1319,1179,1296,2019-07-01,A
1320,1180,1297,2019-07-01,A
1321,1181,1298,2019-07-01,A
1322,1182,1299,2019-07-01,A
1323,1183,1300,2019-07-01,A
1324,1184,1301,2019-07-01,A
1325,1185,1302,2019-07-01,A
1326,1196,1303,2019-07-01,A
1327,1186,1304,2019-07-01,A
1328,1187,1305,2019-07-01,A
1329,1188,1306,2019-07-01,A
1330,1189,1307,2019-07-01,A
1331,1190,1308,2019-07-01,A
1332,1191,1309,2019-07-01,A
1333,1200,1310,2019-07-01,A
1334,1201,1311,2019-07-01,A
1335,1202,1312,2019-07-01,A
1336,1203,1313,2019-07-01,A
1337,1192,1314,2019-07-01,A
1338,1204,1315,2019-07-01,A
1339,1205,1316,2019-07-01,A
1340,1193,1317,2019-07-01,A
1341,1206,1318,2019-07-01,A
1342,1194,1319,2019-07-01,A
1343,1195,1320,2019-07-01,A
1344,1197,1321,2019-07-01,A
1345,1198,1322,2019-07-01,A
1346,1199,1323,2019-07-01,A
1347,1207,1324,2019-07-01,A
1348,1208,1325,2019-07-01,A
1349,1211,1326,2019-07-01,A
1350,1209,1327,2019-07-01,A
1351,1210,1328,2019-07-01,A
1352,1212,1329,2019-07-01,A
1353,1213,1330,2019-07-01,A
1354,1214,1331,2019-07-01,A
1355,1215,1332,2019-07-01,A
1356,1216,1333,2019-07-01,A
1357,1217,1334,2019-07-01,A
1358,1218,1335,2019-07-01,A
1359,1219,1336,2019-07-01,A
1360,1220,1337,2019-07-01,A
1361,1221,1338,2019-07-01,A
1362,1222,1339,2019-07-01,A
1363,1223,1340,2019-07-01,A
1364,1224,1341,2019-07-01,A
1365,1225,1342,2019-07-01,A
1366,1226,1343,2019-07-01,A
1367,1227,1344,2019-07-01,A
1368,1228,1345,2019-07-01,A
1369,1229,1346,2019-07-01,A
1370,1230,1347,2019-07-01,A
1371,1231,1348,2019-07-01,A
1372,1243,1349,2019-07-01,A
1373,1232,1350,2019-07-01,A
1374,1233,1351,2019-07-01,A
1375,1234,1352,2019-07-01,S
1376,1235,1353,2019-07-01,A
1377,1236,1354,2019-07-01,A
1378,1237,1355,2019-07-01,A
1379,1238,1356,2019-07-01,A
1380,1239,1357,2019-07-01,A
1381,1242,1358,2019-07-01,A
1382,1244,1359,2019-07-01,A
1383,1245,1360,2019-07-01,A
1384,1246,1361,2019-07-01,A
1385,1247,1362,2019-07-01,A
1386,1248,1363,2019-07-01,A
1387,1249,1364,2019-07-01,A
1388,1253,1365,2019-07-01,A
1389,1254,1366,2019-07-01,A
1390,1250,1367,2019-07-01,A
1391,1255,1368,2019-07-01,A
1392,1251,1369,2019-07-01,A
1393,1252,1370,2019-07-01,A
1394,1256,1371,2019-07-01,A
1395,1257,1372,2019-07-01,A
1396,1240,1373,2019-07-01,A
1397,1262,1374,2019-07-01,A
1398,1265,1375,2019-07-01,A
1399,1266,1376,2019-07-01,A
1400,1267,1377,2019-07-01,A
1401,1268,1378,2019-07-01,A
1402,1258,1379,2019-07-01,A
1403,1259,1380,2019-07-01,A
1404,1261,1381,2019-07-01,A
1405,1263,1382,2019-07-01,A
1406,1264,1383,2019-07-01,A
1407,1269,1384,2019-07-01,A
1408,1270,1385,2019-07-01,A
1409,1271,1386,2019-07-01,A
1410,1272,1387,2019-07-01,A
1411,460,1388,2019-07-01,S
1412,1281,1389,2019-07-01,A
1413,1282,1390,2019-07-01,A
1414,1283,1391,2019-07-01,A
1415,1284,1392,2019-07-01,A
1416,1212,1393,2019-07-01,A
1417,1285,1394,2019-07-01,A
1418,1286,1395,2019-07-01,A
1419,1274,1396,2019-07-01,A
1420,1275,1397,2019-07-01,A
1421,1276,1398,2019-07-01,A
1422,1059,1399,2019-07-01,A
1423,1278,1400,2019-07-01,A
1424,1279,1401,2019-07-01,A
1425,1280,1402,2019-07-01,A
1426,1288,1403,2019-07-01,A
1427,1260,1404,2019-07-01,A
1428,1289,1405,2019-07-01,A
1429,1286,1406,2019-07-01,S
1430,1287,1407,2019-07-01,A
1431,1302,1408,2019-07-01,A
1432,1303,1409,2019-07-01,A
1433,1304,1410,2019-07-01,A
1434,1305,1411,2019-07-01,A
1435,1306,1412,2019-07-01,A
1436,1307,1413,2019-07-01,A
1437,1308,1414,2019-07-01,A
1438,1309,1415,2019-07-01,A
1439,1310,1416,2019-07-01,A
1440,1311,1417,2019-07-01,A
1441,1312,1418,2019-07-01,A
1442,1313,1419,2019-07-01,A
1443,1314,1420,2019-07-01,A
1444,1315,1421,2019-07-01,A
1445,1316,1422,2019-07-01,A
1446,1317,1423,2019-07-01,A
1447,1318,1424,2019-07-01,A
1448,1319,1425,2019-07-01,A
1449,1320,1426,2019-07-01,A
1450,1286,1427,2019-07-01,A
1451,1286,1428,2019-07-01,S
1452,1322,1429,2019-07-01,A
1453,1323,1430,2019-07-01,A
1454,1324,1431,2019-07-01,A
1455,1325,1432,2019-07-01,A
1456,1326,1433,2019-07-01,A
1457,1327,1434,2019-07-01,A
1458,1328,1435,2019-07-01,A
1459,1329,1436,2019-07-01,A
1460,1330,1437,2019-07-01,A
1461,1331,1438,2019-07-01,A
1462,1332,1439,2019-07-01,A
1463,1333,1440,2019-07-01,A
1464,1334,1441,2019-07-01,A
1465,1335,1442,2019-07-01,A
1466,1241,1443,2019-07-01,A
1467,1336,1444,2019-07-01,A
1468,1337,1445,2019-07-01,A
1469,1338,1446,2019-07-01,A
1470,1290,1447,2019-07-01,A
1471,1339,1448,2019-07-01,A
1472,1291,1449,2019-07-01,A
1473,1292,1450,2019-07-01,A
1474,1293,1451,2019-07-01,A
1475,1294,1452,2019-07-01,A
1476,1295,1453,2019-07-01,A
1477,1296,1454,2019-07-01,A
1478,1297,1455,2019-07-01,A
1479,1340,1456,2019-07-01,A
1480,1341,1457,2019-07-01,A
1481,1342,1458,2019-07-01,A
1482,1343,1459,2019-07-01,A
1483,1344,1460,2019-07-01,A
1484,1345,1461,2019-07-01,A
1485,1346,1462,2019-07-01,A
1486,1300,1463,2019-07-01,A
1487,1347,1464,2019-07-01,A
1488,1348,1465,2019-07-01,A
1489,1298,1466,2019-07-01,A
1490,1349,1467,2019-07-01,A
1491,1350,1468,2019-07-01,A
1492,1351,1469,2019-07-01,A
1493,1352,1470,2019-07-01,A
1494,1353,1471,2019-07-01,A
1495,1354,1472,2019-07-01,A
1496,1355,1473,2019-07-01,A
1497,1356,1474,2019-07-01,A
1498,1357,1475,2019-07-01,A
1499,1358,1476,2019-07-01,A
1500,1359,1477,2019-07-01,A
1501,1360,1478,2019-07-01,A
1502,1361,1479,2019-07-01,A
1503,1362,1480,2019-07-01,A
1504,1363,1481,2019-07-01,A
1505,1364,1482,2019-07-01,A
1506,1365,1483,2019-07-01,A
1507,1366,1484,2019-07-01,A
1508,1367,1485,2019-07-01,A
1509,1368,1486,2019-07-01,A
1510,1369,1487,2019-07-01,A
1511,1370,1488,2019-07-01,A
1512,1371,1489,2019-07-01,A
1513,1372,1490,2019-07-01,A
1514,1373,1491,2019-07-01,A
1515,1375,1492,2019-07-01,A
1516,1374,1493,2019-07-01,A
1517,1376,1494,2019-07-01,A
1518,1379,1495,2019-07-01,A
1519,1380,1496,2019-07-01,A
1520,1381,1497,2019-07-01,A
1521,1382,1498,2019-07-01,A
1522,1384,1499,2019-07-01,A
1523,1385,1500,2019-07-01,A
1524,1386,1501,2019-07-01,A
1525,1387,1502,2019-07-01,A
1526,1388,1503,2019-07-01,A
1527,1389,1504,2019-07-01,A
1528,1390,1505,2019-07-01,A
1529,1391,1506,2019-07-01,S
1530,1392,1507,2019-07-01,A
1531,1393,1508,2019-07-01,A
1532,1394,1509,2019-07-01,A
1533,1395,1510,2019-07-01,A
1534,1396,1511,2019-07-01,A
1535,1397,1512,2019-07-01,A
1536,1378,1513,2019-07-01,A
1537,1383,1514,2019-07-01,A
1538,1398,1515,2019-07-01,A
1539,1399,1516,2019-07-01,A
1540,1400,1517,2019-07-01,A
1541,1401,1518,2019-07-01,A
1542,1402,1519,2019-07-01,A
1543,1403,1520,2019-07-01,A
1544,1404,1521,2019-07-01,A
1545,1405,1522,2019-07-01,A
1546,1406,1523,2019-07-01,A
1547,1407,1524,2019-07-01,A
1548,1408,1525,2019-07-01,A
1549,1409,1526,2019-07-01,A
1550,1410,1527,2019-07-01,A
1551,1411,1528,2019-07-01,A
1552,1412,1529,2019-07-01,A
1553,1413,1530,2019-07-01,A
1554,1414,1531,2019-07-01,A
1555,1415,1532,2019-07-01,A
1556,1416,1533,2019-07-01,A
1557,1417,1534,2019-07-01,A
1558,1418,1535,2019-07-01,A
1559,1419,1536,2019-07-01,A
1560,1420,1537,2019-07-01,A
1561,1421,1538,2019-07-01,A
1562,1422,1539,2019-07-01,A
1563,1423,1540,2019-07-01,A
1564,1424,1541,2019-07-01,A
1565,1425,1542,2019-07-01,A
1566,1426,1543,2019-07-01,A
1567,1427,1544,2019-07-01,A
1568,1428,1545,2019-07-01,A
1569,1429,1546,2019-07-01,A
1570,1430,1547,2019-07-01,A
1571,1431,1548,2019-07-01,A
1572,1433,1549,2019-07-01,A
1573,1434,1550,2019-07-01,A
1574,1435,1551,2019-07-01,A
1575,1436,1552,2019-07-01,A
1576,1437,1553,2019-07-01,A
1577,1438,1554,2019-07-01,A
1578,1439,1555,2019-07-01,A
1579,1440,1556,2019-07-01,A
1580,1441,1557,2019-07-01,A
1581,1442,1558,2019-07-01,A
1582,1443,1559,2019-07-01,A
1583,1444,1560,2019-07-01,A
1584,1445,1561,2019-07-01,A
1585,1447,1562,2019-07-01,A
1586,1446,1563,2019-07-01,A
1587,1448,1564,2019-07-01,A
1588,1449,1565,2019-07-01,A
1589,1451,1566,2019-07-01,A
1590,1453,1567,2019-07-01,A
1591,1452,1568,2019-07-01,A
1592,1454,1569,2019-07-01,A
1593,1455,1570,2019-07-01,A
1594,1456,1571,2019-07-01,A
1595,1457,1572,2019-07-01,A
1596,1458,1573,2019-07-01,A
1597,1459,1574,2019-07-01,A
1598,1460,1575,2019-07-01,A
1599,1461,1576,2019-07-01,A
1600,1463,1577,2019-07-01,A
1601,1465,1578,2019-07-01,A
1602,1467,1579,2019-07-01,A
1603,1462,1580,2019-07-01,A
1604,1468,1581,2019-07-01,A
1605,1469,1582,2019-07-01,A
1606,1470,1583,2019-05-16,A
1607,1471,1584,2019-07-01,A
1608,1472,1585,2019-07-01,A
1609,1473,1586,2019-07-01,A
1610,1474,1587,2019-07-01,A
1611,1475,1588,2019-07-01,A
1612,1476,1589,2019-07-01,A
1613,1477,1590,2019-07-01,A
1614,1478,1591,2019-07-01,A
1615,1479,1592,2019-07-01,A
1616,1480,1593,2019-07-01,A
1617,1481,1594,2019-07-01,A
1618,1482,1595,2019-07-01,A
1619,1483,1596,2019-07-01,A
1620,1484,1597,2019-07-01,A
1621,1485,1598,2019-07-01,A
1622,1486,1599,2019-07-01,A
1623,1487,1600,2019-07-01,A
1624,1488,1601,2019-07-01,A
1625,1490,1602,2019-07-01,A
1626,1489,1603,2019-07-01,A
1627,1492,1604,2019-07-01,A
1628,1493,1605,2019-07-01,A
1629,1491,1606,2019-07-01,A
1630,1494,1607,2019-07-01,A
1631,1495,1608,2019-07-01,A
1632,1496,1609,2019-07-01,A
1633,1497,1610,2019-07-01,A
1634,1498,1611,2019-07-01,A
1635,1499,1612,2019-07-01,A
1636,1501,1613,2019-07-01,A
1637,1500,1614,2019-07-01,A
1638,1502,1615,2019-07-01,A
1639,1503,1616,2019-07-01,A
1640,1504,1617,2013-12-13,A
1641,1505,1618,2019-07-01,A
1642,1506,1619,1992-10-01,A
1643,1507,1620,2019-07-01,A
1644,1508,1621,2019-07-01,A
1645,1509,1622,2019-07-01,A
1646,1510,1623,2019-07-01,A
1647,1511,1624,2019-07-01,A
1648,1512,1625,2019-07-01,A
1649,1513,1626,2019-07-01,A
1650,1514,1627,2019-07-01,A
1651,1515,1628,2019-07-01,A
1652,1516,1629,2019-07-01,A
1653,1517,1630,2019-07-01,A
1654,1518,1631,2019-07-01,A
1655,1519,1632,2019-07-01,A
1656,1520,1633,2019-07-01,A
1657,1521,1634,2019-07-01,A
1658,1522,1635,2019-07-01,A
1659,1524,1636,2019-07-01,A
1660,1523,1637,2019-07-01,A
1661,1525,1638,2019-07-01,A
1662,1526,1639,2019-07-01,A
1663,1525,1640,2019-07-01,A
1664,1527,1641,2019-07-01,A
1665,1528,1642,2019-07-01,A
1666,1529,1643,2019-07-01,A
1667,1530,1644,2019-07-01,A
1668,1531,1645,2019-07-01,A
1669,441,1646,2019-07-01,S
1670,1533,1647,2019-07-01,A
1671,1532,1646,2000-01-01,A
1672,1534,1648,2019-07-01,A
1673,1535,1649,2019-07-01,A
1674,1536,1650,2019-07-01,A
1675,1537,1651,2019-07-01,A
1676,1538,1652,2019-07-01,A
1677,1539,1653,2019-07-01,A
1678,1540,1654,2019-07-01,A
1679,1541,1655,2019-07-01,A
1680,1542,1656,2019-07-01,A
1681,1543,1657,2016-01-02,A
1682,1544,1658,2019-07-01,A
1683,1545,1659,2019-07-01,A
1684,1546,1660,2019-07-01,A
1685,1548,1661,2019-07-01,A
1686,1547,1662,2019-07-01,A
1687,1549,1663,2019-07-01,A
1688,1551,1664,2009-07-16,A
1689,1550,1665,2019-07-01,A
1690,1552,1666,2019-07-01,S
1691,1553,1667,2019-07-01,A
1692,1554,1668,2019-07-01,A
1693,1555,1669,2019-07-01,A
1694,1554,1670,2019-07-01,A
1695,1556,1671,2019-07-01,A
1696,1557,1672,2019-07-01,A
1697,1560,1673,2019-07-01,A
1698,1559,1674,2019-07-01,A
1699,1561,1675,2019-07-01,A
1700,1563,1676,2019-07-01,A
1701,1562,1677,2019-07-01,A
1702,1564,1678,2019-07-01,A
1703,1565,1679,2019-07-01,A
1704,1566,1680,2019-07-01,A
1705,1567,1681,2019-07-01,A
1706,1568,1682,2019-07-01,A
1707,1464,1683,2019-07-01,A
1708,1569,1684,2019-07-01,A
1709,1570,1685,2019-07-01,A
1710,1571,1686,2019-07-01,A
1711,1572,1687,2019-07-01,A
1712,1573,1688,2012-08-02,A
1713,1574,1689,2019-07-01,A
1714,1575,1690,2019-07-01,A
1715,1576,1691,2019-07-01,A
1716,1577,1692,2019-07-01,A
1717,1578,1693,2019-07-01,A
1718,1579,1694,2019-07-01,A
1719,1580,1695,2019-07-01,A
1720,1581,1696,2000-08-12,A
1721,1582,1697,2019-07-01,A
1722,1583,1698,2019-07-01,A
1723,1584,1699,2019-07-01,A
1724,1585,1700,2019-07-01,A
1725,1586,1701,2019-07-01,A
1726,1587,1702,2019-07-01,A
1727,1588,1703,2019-07-01,A
1728,1589,1704,2019-07-01,A
